Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
58,ORL,2006-03-03,50,40,20,@,PHO,L 118-123,240,20,10,4,15,23,34,7,8,12,15,240,50,90,0.556,46,80,0.575,4,10,0.4,14,20,0.7,118,46,89,0.517,33,58,0.569,13,31,0.419,18,21,0.857,123,240,11,29,40,12,24,36
59,ORL,2006-03-04,35,26,23,@,DEN,L 94-110,240,23,8,6,17,18,31,8,7,15,25,240,35,75,0.467,34,67,0.507,1,8,0.125,23,31,0.742,94,48,85,0.565,46,80,0.575,2,5,0.4,12,17,0.706,110,240,11,15,26,12,29,41
60,ORL,2006-03-06,31,41,13,@,UTA,L 85-90,240,13,6,3,12,31,22,3,13,10,26,240,31,74,0.419,29,68,0.426,2,6,0.333,21,32,0.656,85,28,70,0.4,24,64,0.375,4,6,0.667,30,42,0.714,90,240,14,27,41,10,29,39
61,ORL,2006-03-10,42,44,22,,CLE,W 102-73,240,22,8,5,12,20,11,9,3,15,17,240,42,73,0.575,39,68,0.574,3,5,0.6,15,20,0.75,102,27,79,0.342,24,67,0.358,3,12,0.25,16,24,0.667,73,240,11,33,44,15,21,36
62,ORL,2006-03-11,41,37,24,,GSW,W 103-92,240,24,9,4,18,21,23,6,4,17,24,240,41,70,0.586,38,63,0.603,3,7,0.429,18,26,0.692,103,37,79,0.468,27,56,0.482,10,23,0.435,8,9,0.889,92,240,6,31,37,7,19,26
63,ORL,2006-03-13,35,34,22,@,IND,L 83-97,240,22,5,6,14,21,19,9,5,12,19,240,35,79,0.443,35,75,0.467,0,4,0,13,16,0.813,83,35,75,0.467,31,62,0.5,4,13,0.308,23,30,0.767,97,240,7,27,34,9,34,43
64,ORL,2006-03-15,40,38,25,,UTA,W 114-108 (OT),265,25,6,11,21,29,24,9,6,13,25,265,40,73,0.548,36,64,0.563,4,9,0.444,30,36,0.833,114,38,90,0.422,35,78,0.449,3,12,0.25,29,36,0.806,108,265,11,27,38,19,20,39
65,ORL,2006-03-17,32,45,17,,BOS,W 84-77,240,17,10,11,13,19,16,5,2,19,27,240,32,78,0.41,31,71,0.437,1,7,0.143,19,27,0.704,84,26,80,0.325,24,65,0.369,2,15,0.133,23,26,0.885,77,240,14,31,45,18,30,48
66,ORL,2006-03-19,40,41,19,@,ATL,L 107-108 (OT),265,19,4,5,7,20,27,2,4,8,21,265,40,82,0.488,37,76,0.487,3,6,0.5,24,29,0.828,107,44,94,0.468,36,78,0.462,8,16,0.5,12,20,0.6,108,265,11,30,41,18,27,45
67,ORL,2006-03-21,39,39,24,@,CHA,L 102-108,240,24,5,7,14,23,26,9,5,8,21,240,39,78,0.5,33,65,0.508,6,13,0.462,18,26,0.692,102,40,90,0.444,33,67,0.493,7,23,0.304,21,26,0.808,108,240,9,30,39,17,27,44
68,ORL,2006-03-22,42,40,22,,NYK,W 111-87,240,22,10,6,8,23,12,2,4,21,23,240,42,82,0.512,38,74,0.514,4,8,0.5,23,27,0.852,111,30,63,0.476,25,50,0.5,5,13,0.385,22,29,0.759,87,240,14,26,40,9,23,32
69,ORL,2006-03-24,40,47,24,@,PHI,W 102-86,240,24,11,8,20,19,22,12,7,13,19,240,40,71,0.563,38,66,0.576,2,5,0.4,20,26,0.769,102,31,81,0.383,23,64,0.359,8,17,0.471,16,23,0.696,86,240,11,36,47,15,18,33
70,ORL,2006-03-26,43,37,23,,ATL,W 108-101,240,23,3,5,14,25,19,10,1,13,25,240,43,72,0.597,40,66,0.606,3,6,0.5,19,25,0.76,108,34,85,0.4,27,68,0.397,7,17,0.412,26,34,0.765,101,240,10,27,37,23,18,41
71,ORL,2006-03-28,36,38,17,@,CHI,W 97-93,240,17,3,5,17,21,21,13,3,11,21,240,36,75,0.48,31,62,0.5,5,13,0.385,20,27,0.741,97,36,85,0.424,30,66,0.455,6,19,0.316,15,28,0.536,93,240,6,32,38,13,29,42
72,ORL,2006-03-29,35,37,21,@,MIN,L 91-103,240,21,6,2,14,19,27,9,4,14,21,240,35,74,0.473,32,67,0.478,3,7,0.429,18,30,0.6,91,42,76,0.553,39,70,0.557,3,6,0.5,16,22,0.727,103,240,13,24,37,10,26,36
73,ORL,2006-03-31,39,34,13,,DAL,W 108-99,240,13,7,6,14,23,17,8,5,12,23,240,39,70,0.557,34,58,0.586,5,12,0.417,25,30,0.833,108,36,81,0.444,30,55,0.545,6,26,0.231,21,25,0.84,99,240,3,31,34,8,25,33
74,ORL,2006-04-05,42,43,19,,MIL,W 108-105,240,19,7,1,18,28,19,8,5,15,25,240,42,76,0.553,39,71,0.549,3,5,0.6,21,27,0.778,108,35,78,0.449,24,54,0.444,11,24,0.458,24,30,0.8,105,240,8,35,43,6,27,33
75,ORL,2006-04-07,36,39,15,,DET,W 89-87,240,15,7,3,15,22,14,12,5,9,15,240,36,68,0.529,35,63,0.556,1,5,0.2,16,21,0.762,89,31,68,0.456,27,56,0.482,4,12,0.333,21,31,0.677,87,240,7,32,39,6,24,30
76,ORL,2006-04-09,34,25,13,@,MIA,W 93-84,240,13,11,2,12,22,18,6,5,20,25,240,34,66,0.515,30,59,0.508,4,7,0.571,21,30,0.7,93,33,66,0.5,31,57,0.544,2,9,0.222,16,23,0.696,84,240,4,21,25,8,29,37
77,ORL,2006-04-10,41,46,27,,ATL,W 105-88,240,27,4,4,12,20,10,7,4,11,21,240,41,78,0.526,35,65,0.538,6,13,0.462,17,24,0.708,105,34,79,0.43,32,66,0.485,2,13,0.154,18,26,0.692,88,240,12,34,46,13,26,39
78,ORL,2006-04-12,38,37,22,,TOR,W 103-96,240,22,7,5,10,19,18,4,4,18,27,240,38,80,0.475,33,63,0.524,5,17,0.294,22,33,0.667,103,37,78,0.474,29,63,0.46,8,15,0.533,14,23,0.609,96,240,8,29,37,10,31,41
79,ORL,2006-04-13,38,39,15,@,SAS,W 92-80,240,15,9,5,9,16,22,6,5,16,17,240,38,77,0.494,36,73,0.493,2,4,0.5,14,19,0.737,92,33,73,0.452,28,59,0.475,5,14,0.357,9,16,0.563,80,240,10,29,39,11,31,42
80,ORL,2006-04-15,38,46,16,,PHI,W 102-97,240,16,9,3,10,17,19,7,3,10,23,240,38,81,0.469,33,71,0.465,5,10,0.5,21,34,0.618,102,39,83,0.47,36,68,0.529,3,15,0.2,16,20,0.8,97,240,17,29,46,8,25,33
81,ORL,2006-04-17,36,43,18,,CHI,L 112-116 (OT),265,18,8,5,20,30,27,14,4,14,31,265,36,82,0.439,28,65,0.431,8,17,0.471,32,40,0.8,112,38,80,0.475,33,64,0.516,5,16,0.313,35,45,0.778,116,265,12,31,43,10,31,41
82,ORL,2006-04-19,32,37,8,@,IND,L 83-89,240,8,10,4,8,26,13,4,11,17,24,240,32,88,0.364,29,80,0.363,3,8,0.375,16,22,0.727,83,31,71,0.437,26,55,0.473,5,16,0.313,22,30,0.733,89,240,17,20,37,20,34,54
1,SEA,2005-11-02,33,36,21,,LAC,L 93-101,240,21,9,4,19,22,23,8,10,18,23,240,33,80,0.413,23,53,0.434,10,27,0.37,17,25,0.68,93,39,78,0.5,35,66,0.53,4,12,0.333,19,26,0.731,101,240,12,24,36,15,27,42
2,SEA,2005-11-04,35,43,18,,MIN,W 107-102 (OT),265,18,10,4,21,29,25,9,6,19,27,265,35,83,0.422,31,58,0.534,4,25,0.16,33,36,0.917,107,41,86,0.477,35,62,0.565,6,24,0.25,14,19,0.737,102,265,18,25,43,14,21,35
3,SEA,2005-11-08,23,45,14,@,MEM,L 69-94,240,14,8,1,19,21,25,9,5,14,21,240,23,70,0.329,18,46,0.391,5,24,0.208,18,26,0.692,69,37,75,0.493,29,58,0.5,8,17,0.471,12,23,0.522,94,240,12,33,45,10,33,43
4,SEA,2005-11-09,34,21,19,@,CLE,L 85-112,240,19,10,0,9,29,18,3,6,19,16,240,34,83,0.41,24,56,0.429,10,27,0.37,7,13,0.538,85,38,76,0.5,33,62,0.532,5,14,0.357,31,33,0.939,112,240,9,12,21,21,35,56
5,SEA,2005-11-11,31,38,20,@,WAS,L 96-137,240,20,6,1,17,33,31,10,2,12,27,240,31,78,0.397,24,55,0.436,7,23,0.304,27,37,0.73,96,48,82,0.585,40,65,0.615,8,17,0.471,33,41,0.805,137,240,15,23,38,13,28,41
6,SEA,2005-11-13,40,42,20,@,TOR,W 126-121 (OT),265,20,11,2,17,29,25,3,0,18,32,265,40,79,0.506,35,58,0.603,5,21,0.238,41,49,0.837,126,45,96,0.469,32,64,0.5,13,32,0.406,18,26,0.692,121,265,11,31,42,17,27,44
7,SEA,2005-11-15,32,32,19,@,NJN,L 99-109,240,19,8,4,11,30,22,8,2,13,20,240,32,75,0.427,22,46,0.478,10,29,0.345,25,29,0.862,99,35,73,0.479,30,58,0.517,5,15,0.333,34,41,0.829,109,240,6,26,32,14,33,47
8,SEA,2005-11-16,44,44,31,@,BOS,W 113-100,240,31,9,1,10,23,26,4,3,15,22,240,44,87,0.506,39,71,0.549,5,16,0.313,20,24,0.833,113,40,77,0.519,34,63,0.54,6,14,0.429,14,22,0.636,100,240,17,27,44,11,26,37
9,SEA,2005-11-18,37,41,23,,CHI,W 98-84,240,23,6,10,12,15,18,3,3,13,20,240,37,77,0.481,27,55,0.491,10,22,0.455,14,19,0.737,98,32,85,0.376,22,62,0.355,10,23,0.435,10,16,0.625,84,240,9,32,41,15,27,42
10,SEA,2005-11-20,40,36,29,,SAC,W 106-104,240,29,12,3,14,23,28,8,3,18,17,240,40,84,0.476,28,52,0.538,12,32,0.375,14,17,0.824,106,40,72,0.556,32,58,0.552,8,14,0.571,16,22,0.727,104,240,12,24,36,7,31,38
11,SEA,2005-11-22,29,36,14,,UTA,L 87-93,240,14,5,2,11,25,20,4,4,11,25,240,29,76,0.382,23,55,0.418,6,21,0.286,23,30,0.767,87,32,68,0.471,27,57,0.474,5,11,0.455,24,30,0.8,93,240,12,24,36,8,30,38
12,SEA,2005-11-24,33,40,19,@,LAL,L 96-108,240,19,2,2,15,27,21,6,2,8,23,240,33,79,0.418,21,50,0.42,12,29,0.414,18,24,0.75,96,37,84,0.44,27,64,0.422,10,20,0.5,24,34,0.706,108,240,11,29,40,15,30,45
13,SEA,2005-11-26,39,36,22,,NOK,L 99-105,240,22,8,7,11,30,19,6,2,17,24,240,39,93,0.419,30,62,0.484,9,31,0.29,12,18,0.667,99,33,71,0.465,28,61,0.459,5,10,0.5,34,41,0.829,105,240,14,22,36,12,27,39
14,SEA,2005-11-30,40,40,28,,CHA,W 104-94,240,28,8,2,11,26,20,4,4,17,19,240,40,85,0.471,33,65,0.508,7,20,0.35,17,20,0.85,104,33,75,0.44,30,62,0.484,3,13,0.231,25,30,0.833,94,240,10,30,40,13,31,44
15,SEA,2005-12-02,44,38,20,,CLE,W 115-108,240,20,9,3,8,22,21,2,10,13,17,240,44,85,0.518,34,61,0.557,10,24,0.417,17,23,0.739,115,37,77,0.481,29,52,0.558,8,25,0.32,26,32,0.813,108,240,11,27,38,8,22,30
16,SEA,2005-12-04,37,37,20,,IND,W 107-102,240,20,10,2,11,20,22,8,5,15,27,240,37,79,0.468,30,61,0.492,7,18,0.389,26,29,0.897,107,40,75,0.533,31,52,0.596,9,23,0.391,13,19,0.684,102,240,10,27,37,6,22,28
17,SEA,2005-12-06,31,31,21,,NYK,L 101-104,240,21,8,4,14,34,19,6,5,18,35,240,31,73,0.425,20,48,0.417,11,25,0.44,28,33,0.848,101,33,67,0.493,28,61,0.459,5,6,0.833,33,45,0.733,104,240,8,23,31,12,30,42
18,SEA,2005-12-09,40,46,26,@,UTA,W 106-90,240,26,13,5,15,27,20,8,7,17,20,240,40,84,0.476,30,60,0.5,10,24,0.417,16,21,0.762,106,32,73,0.438,29,58,0.5,3,15,0.2,23,35,0.657,90,240,17,29,46,14,24,38
19,SEA,2005-12-10,38,34,16,,SAC,L 104-123,240,16,7,3,11,26,30,6,2,10,24,240,38,87,0.437,33,66,0.5,5,21,0.238,23,32,0.719,104,43,74,0.581,36,60,0.6,7,14,0.5,30,34,0.882,123,240,15,19,34,7,26,33
20,SEA,2005-12-13,37,50,20,,GSW,L 107-110 (OT),265,20,9,3,11,24,22,7,3,14,28,265,37,99,0.374,27,78,0.346,10,21,0.476,23,29,0.793,107,38,80,0.475,30,54,0.556,8,26,0.308,26,31,0.839,110,265,18,32,50,8,32,40
21,SEA,2005-12-15,34,43,19,,HOU,L 98-104,240,19,3,2,11,24,21,6,1,9,26,240,34,81,0.42,26,63,0.413,8,18,0.444,22,29,0.759,98,35,67,0.522,29,54,0.537,6,13,0.462,28,35,0.8,104,240,20,23,43,7,25,32
22,SEA,2005-12-16,39,28,20,@,POR,W 111-99,240,20,9,4,13,22,26,10,6,20,29,240,39,73,0.534,27,55,0.491,12,18,0.667,21,26,0.808,111,39,66,0.591,31,49,0.633,8,17,0.471,13,21,0.619,99,240,7,21,28,5,24,29
23,SEA,2005-12-19,38,38,25,,WAS,W 111-101,240,25,12,2,11,22,24,7,4,13,23,240,38,78,0.487,27,57,0.474,11,21,0.524,24,28,0.857,111,37,78,0.474,32,61,0.525,5,17,0.294,22,24,0.917,101,240,10,28,38,11,25,36
24,SEA,2005-12-20,30,49,10,@,PHO,L 83-111,240,10,9,0,17,21,27,7,10,14,23,240,30,91,0.33,24,66,0.364,6,25,0.24,17,23,0.739,83,43,82,0.524,33,49,0.673,10,33,0.303,15,19,0.789,111,240,21,28,49,11,31,42
25,SEA,2005-12-23,37,47,16,,DAL,L 98-101,240,16,9,4,13,29,19,6,3,12,21,240,37,85,0.435,32,65,0.492,5,20,0.25,19,24,0.792,98,33,74,0.446,29,60,0.483,4,14,0.286,31,36,0.861,101,240,18,29,47,10,27,37
26,SEA,2005-12-26,39,49,20,,BOS,W 118-111,240,20,7,3,12,27,27,4,4,12,36,240,39,81,0.481,37,63,0.587,2,18,0.111,38,50,0.76,118,41,78,0.526,37,66,0.561,4,12,0.333,25,35,0.714,111,240,20,29,49,7,24,31
27,SEA,2005-12-28,35,45,14,@,MIN,L 95-108,240,14,9,3,22,28,31,9,8,17,24,240,35,79,0.443,29,63,0.46,6,16,0.375,19,25,0.76,95,43,74,0.581,37,61,0.607,6,13,0.462,16,28,0.571,108,240,17,28,45,6,26,32
28,SEA,2005-12-29,36,48,20,@,DEN,W 112-105,240,20,6,3,20,22,24,11,7,12,23,240,36,79,0.456,23,51,0.451,13,28,0.464,27,32,0.844,112,42,90,0.467,37,69,0.536,5,21,0.238,16,23,0.696,105,240,13,35,48,11,25,36
29,SEA,2005-12-31,37,33,22,,MEM,L 96-100,240,22,7,4,10,18,23,5,5,11,18,240,37,73,0.507,31,54,0.574,6,19,0.316,16,18,0.889,96,36,65,0.554,27,43,0.628,9,22,0.409,19,25,0.76,100,240,11,22,33,6,22,28
30,SEA,2006-01-02,40,39,12,@,IND,L 96-115,240,12,6,1,12,28,21,6,3,13,15,240,40,89,0.449,34,67,0.507,6,22,0.273,10,12,0.833,96,37,71,0.521,26,45,0.578,11,26,0.423,30,35,0.857,115,240,15,24,39,10,30,40
31,SEA,2006-01-04,32,40,22,@,CHI,W 101-97,240,22,3,4,17,26,21,8,3,14,26,240,32,77,0.416,22,52,0.423,10,25,0.4,27,34,0.794,101,33,81,0.407,24,56,0.429,9,25,0.36,22,32,0.688,97,240,8,32,40,12,30,42
32,SEA,2006-01-06,34,41,18,@,DET,L 85-97,240,18,3,1,5,22,22,2,8,8,16,240,34,89,0.382,29,71,0.408,5,18,0.278,12,17,0.706,85,37,88,0.42,33,71,0.465,4,17,0.235,19,28,0.679,97,240,15,26,41,20,34,54
33,SEA,2006-01-08,42,41,22,@,NYK,L 116-120,240,22,5,2,12,28,23,5,2,12,25,240,42,93,0.452,28,58,0.483,14,35,0.4,18,27,0.667,116,42,81,0.519,38,70,0.543,4,11,0.364,32,38,0.842,120,240,19,22,41,14,26,40
34,SEA,2006-01-09,34,43,18,@,PHI,L 98-107,240,18,6,4,11,24,18,6,6,13,21,240,34,82,0.415,26,58,0.448,8,24,0.333,22,28,0.786,98,38,72,0.528,31,61,0.508,7,11,0.636,24,29,0.828,107,240,20,23,43,10,25,35
35,SEA,2006-01-11,36,31,23,,ORL,W 113-104,240,23,6,4,13,31,22,5,3,16,28,240,36,69,0.522,25,50,0.5,11,19,0.579,30,37,0.811,113,36,69,0.522,32,58,0.552,4,11,0.364,28,41,0.683,104,240,10,21,31,14,27,41
36,SEA,2006-01-13,39,32,18,,MIA,L 104-117,240,18,9,4,7,23,24,4,10,14,25,240,39,88,0.443,36,72,0.5,3,16,0.188,23,30,0.767,104,42,84,0.5,34,62,0.548,8,22,0.364,25,27,0.926,117,240,12,20,32,14,33,47
37,SEA,2006-01-14,27,36,11,@,LAC,L 72-98,240,11,10,4,12,16,26,6,6,16,18,240,27,79,0.342,25,64,0.391,2,15,0.133,16,24,0.667,72,41,80,0.513,40,78,0.513,1,2,0.5,15,20,0.75,98,240,13,23,36,17,36,53
38,SEA,2006-01-16,38,40,20,@,GSW,L 93-109,240,20,8,4,17,21,25,6,4,16,20,240,38,85,0.447,33,68,0.485,5,17,0.294,12,18,0.667,93,42,82,0.512,33,59,0.559,9,23,0.391,16,23,0.696,109,240,14,26,40,12,35,47
39,SEA,2006-01-20,46,41,25,,TOR,L 113-121,240,25,6,2,8,27,20,2,3,8,16,240,46,94,0.489,39,78,0.5,7,16,0.438,14,18,0.778,113,37,77,0.481,26,55,0.473,11,22,0.5,36,39,0.923,121,240,11,30,41,8,30,38
40,SEA,2006-01-22,54,45,21,@,PHO,W 152-149 (2OT),290,21,9,3,17,24,35,6,16,15,30,290,54,101,0.535,40,72,0.556,14,29,0.483,30,35,0.857,152,57,111,0.514,39,73,0.534,18,38,0.474,17,17,1,149,290,10,35,45,13,27,40
41,SEA,2006-01-25,47,42,22,@,UTA,W 113-94,240,22,11,5,8,25,22,5,3,12,16,240,47,89,0.528,40,76,0.526,7,13,0.538,12,18,0.667,113,35,77,0.455,31,61,0.508,4,16,0.25,20,27,0.741,94,240,13,29,42,11,26,37
42,SEA,2006-01-26,33,42,16,,DAL,L 97-104,240,16,4,4,9,20,20,6,8,8,21,240,33,77,0.429,27,56,0.482,6,21,0.286,25,29,0.862,97,35,81,0.432,26,56,0.464,9,25,0.36,25,30,0.833,104,240,13,29,42,17,27,44
43,SEA,2006-01-28,42,42,23,,NJN,W 113-104,240,23,5,6,13,28,19,6,2,11,26,240,42,79,0.532,34,60,0.567,8,19,0.421,21,27,0.778,113,39,85,0.459,35,65,0.538,4,20,0.2,22,30,0.733,104,240,11,31,42,15,23,38
44,SEA,2006-01-30,43,33,22,,POR,L 111-116,240,22,8,5,11,26,24,4,6,13,24,240,43,84,0.512,35,68,0.515,8,16,0.5,17,22,0.773,111,44,85,0.518,39,76,0.513,5,9,0.556,23,32,0.719,116,240,11,22,33,20,27,47
45,SEA,2006-02-01,40,44,18,,GSW,W 111-107,240,18,4,4,15,25,21,8,2,13,25,240,40,82,0.488,35,67,0.522,5,15,0.333,26,33,0.788,111,37,84,0.44,26,55,0.473,11,29,0.379,22,30,0.733,107,240,12,32,44,11,29,40
46,SEA,2006-02-03,31,40,12,@,HOU,L 77-100,240,12,7,8,20,16,24,13,6,10,14,240,31,78,0.397,25,58,0.431,6,20,0.3,9,16,0.563,77,41,93,0.441,35,75,0.467,6,18,0.333,12,15,0.8,100,240,8,32,40,13,37,50
47,SEA,2006-02-04,35,37,9,@,DAL,L 91-110,240,9,10,8,15,24,25,7,2,12,21,240,35,79,0.443,31,66,0.47,4,13,0.308,17,20,0.85,91,43,91,0.473,37,74,0.5,6,17,0.353,18,21,0.857,110,240,8,29,37,17,33,50
48,SEA,2006-02-06,38,37,21,@,CHA,L 106-119,240,21,8,1,18,29,29,12,6,17,30,240,38,82,0.463,33,65,0.508,5,17,0.294,25,32,0.781,106,47,83,0.566,39,68,0.574,8,15,0.533,17,26,0.654,119,240,13,24,37,11,23,34
49,SEA,2006-02-08,41,37,22,@,NOK,L 102-109,240,22,7,4,12,26,23,9,5,11,20,240,41,88,0.466,32,65,0.492,9,23,0.391,11,17,0.647,102,39,75,0.52,33,58,0.569,6,17,0.353,25,32,0.781,109,240,12,25,37,10,31,41
50,SEA,2006-02-10,34,49,18,,ATL,W 99-91,240,18,9,8,13,17,25,9,5,15,26,240,34,82,0.415,30,64,0.469,4,18,0.222,27,30,0.9,99,35,82,0.427,30,64,0.469,5,18,0.278,16,21,0.762,91,240,16,33,49,10,27,37
51,SEA,2006-02-12,42,48,26,,DEN,L 112-120 (OT),265,26,5,7,21,34,22,11,5,15,18,265,42,96,0.438,31,73,0.425,11,23,0.478,17,20,0.85,112,41,84,0.488,37,70,0.529,4,14,0.286,34,40,0.85,120,265,21,27,48,14,26,40
52,SEA,2006-02-14,35,31,17,@,MIL,L 91-106,240,17,8,4,22,21,32,12,1,13,18,240,35,69,0.507,29,57,0.509,6,12,0.5,15,21,0.714,91,40,81,0.494,35,67,0.522,5,14,0.357,21,26,0.808,106,240,9,22,31,14,24,38
53,SEA,2006-02-15,36,32,22,@,MIN,L 92-102,240,22,9,4,19,27,25,12,2,20,25,240,36,78,0.462,33,64,0.516,3,14,0.214,17,22,0.773,92,34,76,0.447,30,66,0.455,4,10,0.4,30,35,0.857,102,240,8,24,32,12,31,43
54,SEA,2006-02-21,31,43,14,@,SAS,L 78-103,240,14,4,7,12,17,27,8,11,12,19,240,31,87,0.356,29,81,0.358,2,6,0.333,14,17,0.824,78,41,87,0.471,30,66,0.455,11,21,0.524,10,22,0.455,103,240,18,25,43,22,32,54
55,SEA,2006-02-22,45,35,27,@,ATL,W 114-109,240,27,6,5,14,17,28,11,6,9,22,240,45,79,0.57,39,69,0.565,6,10,0.6,18,20,0.9,114,41,82,0.5,36,69,0.522,5,13,0.385,22,28,0.786,109,240,15,20,35,13,16,29
56,SEA,2006-02-24,34,31,13,@,ORL,L 89-102,240,13,1,4,10,21,21,3,4,7,25,240,34,73,0.466,32,64,0.5,2,9,0.222,19,25,0.76,89,42,80,0.525,40,74,0.541,2,6,0.333,16,22,0.727,102,240,4,27,31,11,34,45
57,SEA,2006-02-25,38,40,19,@,MIA,L 106-115,240,19,10,2,10,20,34,5,9,15,21,240,38,90,0.422,31,70,0.443,7,20,0.35,23,29,0.793,106,51,87,0.586,48,69,0.696,3,18,0.167,10,21,0.476,115,240,11,29,40,10,41,51
58,SEA,2006-02-28,43,41,21,,NOK,W 114-104,240,21,6,3,18,23,27,8,3,11,26,240,43,72,0.597,37,60,0.617,6,12,0.5,22,27,0.815,114,37,82,0.451,31,65,0.477,6,17,0.353,24,29,0.828,104,240,11,30,41,15,21,36
59,SEA,2006-03-03,39,48,19,,DET,L 96-98,240,19,2,1,12,19,26,8,7,6,17,240,39,80,0.488,35,65,0.538,4,15,0.267,14,17,0.824,96,37,80,0.463,26,51,0.51,11,29,0.379,13,23,0.565,98,240,12,36,48,9,24,33
60,SEA,2006-03-05,47,38,28,,UTA,W 113-81,240,28,17,7,16,24,18,7,6,23,20,240,47,82,0.573,39,64,0.609,8,18,0.444,11,16,0.688,113,28,72,0.389,26,62,0.419,2,10,0.2,23,36,0.639,81,240,9,29,38,16,24,40
61,SEA,2006-03-08,27,36,17,,MEM,L 74-99,240,17,7,3,9,21,28,5,6,9,18,240,27,78,0.346,25,64,0.391,2,14,0.143,18,21,0.857,74,38,81,0.469,30,62,0.484,8,19,0.421,15,22,0.682,99,240,11,25,36,16,35,51
62,SEA,2006-03-10,38,39,25,,MIN,W 107-96,240,25,6,2,16,18,29,8,5,16,23,240,38,79,0.481,33,63,0.524,5,16,0.313,26,35,0.743,107,40,84,0.476,38,72,0.528,2,12,0.167,14,19,0.737,96,240,14,25,39,12,24,36
63,SEA,2006-03-12,47,40,26,@,LAL,W 120-113,240,26,9,3,15,23,25,10,4,14,21,240,47,80,0.588,40,66,0.606,7,14,0.5,19,24,0.792,120,42,91,0.462,31,63,0.492,11,28,0.393,18,25,0.72,113,240,8,32,40,17,23,40
64,SEA,2006-03-14,45,40,28,,PHO,L 120-129,240,28,4,4,12,16,33,6,1,9,24,240,45,85,0.529,37,65,0.569,8,20,0.4,22,27,0.815,120,54,96,0.563,43,65,0.662,11,31,0.355,10,13,0.769,129,240,12,28,40,14,26,40
65,SEA,2006-03-16,40,31,28,,PHI,W 102-98,240,28,10,4,14,25,23,7,7,15,16,240,40,82,0.488,29,59,0.492,11,23,0.478,11,15,0.733,102,38,77,0.494,31,63,0.492,7,14,0.5,15,22,0.682,98,240,5,26,31,9,30,39
66,SEA,2006-03-21,35,48,20,@,SAC,L 96-105,240,20,8,4,17,23,26,10,4,14,22,240,35,83,0.422,31,65,0.477,4,18,0.222,22,27,0.815,96,37,87,0.425,29,65,0.446,8,22,0.364,23,29,0.793,105,240,13,35,48,13,33,46
67,SEA,2006-03-22,34,45,24,,MIL,W 114-105,240,24,9,3,15,29,23,7,3,14,29,240,34,73,0.466,29,61,0.475,5,12,0.417,41,51,0.804,114,39,82,0.476,34,65,0.523,5,17,0.294,22,32,0.688,105,240,12,33,45,9,28,37
68,SEA,2006-03-24,41,47,22,@,DEN,L 104-117,240,22,3,7,17,27,31,7,6,14,20,240,41,98,0.418,37,74,0.5,4,24,0.167,18,27,0.667,104,43,93,0.462,36,79,0.456,7,14,0.5,24,31,0.774,117,240,20,27,47,15,37,52
69,SEA,2006-03-26,39,36,24,,SAS,W 106-102,240,24,8,2,21,22,20,14,3,16,20,240,39,75,0.52,29,59,0.492,10,16,0.625,18,21,0.857,106,37,74,0.5,31,58,0.534,6,16,0.375,22,25,0.88,102,240,10,26,36,8,19,27
70,SEA,2006-03-28,39,41,25,@,MEM,W 98-97,240,25,6,5,15,17,20,8,5,10,15,240,39,79,0.494,29,60,0.483,10,19,0.526,10,17,0.588,98,39,77,0.506,34,62,0.548,5,15,0.333,14,18,0.778,97,240,14,27,41,10,22,32
71,SEA,2006-03-29,24,32,14,@,HOU,L 87-115,240,14,6,2,20,26,27,13,2,13,27,240,24,71,0.338,18,53,0.34,6,18,0.333,33,40,0.825,87,42,81,0.519,35,62,0.565,7,19,0.368,24,27,0.889,115,240,11,21,32,12,34,46
72,SEA,2006-03-31,35,48,21,,LAL,L 93-106,240,21,8,2,20,25,26,10,8,14,16,240,35,92,0.38,26,69,0.377,9,23,0.391,14,14,1,93,40,86,0.465,32,67,0.478,8,19,0.421,18,26,0.692,106,240,18,30,48,16,30,46
73,SEA,2006-04-02,44,52,26,,POR,W 122-83,240,26,3,1,14,20,14,7,11,10,25,240,44,83,0.53,33,66,0.5,11,17,0.647,23,25,0.92,122,30,77,0.39,27,64,0.422,3,13,0.231,20,26,0.769,83,240,10,42,52,7,24,31
74,SEA,2006-04-04,35,49,19,,HOU,W 104-87,240,19,10,6,13,20,24,5,2,16,27,240,35,76,0.461,30,58,0.517,5,18,0.278,29,38,0.763,104,34,79,0.43,30,69,0.435,4,10,0.4,15,22,0.682,87,240,12,37,49,11,33,44
75,SEA,2006-04-07,47,42,30,@,POR,W 121-108,240,30,8,2,16,19,26,9,3,15,16,240,47,84,0.56,40,68,0.588,7,16,0.438,20,23,0.87,121,42,81,0.519,38,65,0.585,4,16,0.25,20,27,0.741,108,240,15,27,42,12,18,30
76,SEA,2006-04-09,46,42,28,,PHO,W 116-114,240,28,8,2,13,20,32,9,3,12,15,240,46,87,0.529,37,66,0.561,9,21,0.429,15,18,0.833,116,43,90,0.478,29,53,0.547,14,37,0.378,14,18,0.778,114,240,8,34,42,7,32,39
